ticket_number,county,city,street,intersection,original_status,proximity_success,proximity_lat,proximity_lng,proximity_confidence,proximity_approach,proximity_reasoning,proximity_error,ticket_type,duration,work_type
2552341679,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552329007,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552091510,ANDREWS,Gardendale,SE 8000, US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2551389977,ANDREWS,ANDREWS,NE 7501,TX-115,exception,True,32.133188923780544,-102.71277825105723,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2550838537,ANDREWS,GARDENDALE,SW 8000,hwy 385,ZERO_RESULTS,True,32.12064484916954,-102.53879580813464,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near GARDENDALE, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2550714326,ANDREWS,Gardendale,SE 8000, US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2550604306,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2550256634,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2570964508,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2569571570,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2568321883,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2567476812,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2566237443,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2559078968,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2559070704,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2559069883,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2558749092,ANDREWS,GARDENDALE,CR 8000,HWY 385,ZERO_RESULTS,True,32.303754551880644,-102.522752773393,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near GARDENDALE, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2558632272,ANDREWS,GARDENDALE,SW 8000,US HWY  385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2558526039,ANDREWS,gardendale,se 8000,us 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2557881002,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2557656966,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2557655328,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2556480012,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2556243438,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2564142138,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2564137837,ANDREWS,Gardendale,SE 8000 RD,US 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2564027200,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2563398998,ANDREWS,GARDENDALE,SE 8000,US HWY 385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2562842850,ANDREWS,GARDENDALE,MIDLAND FARMS RD,U.S. HWY 385,ZERO_RESULTS,False,,,0.0,,,"Neither road found in network: MIDLAND FARMS RD, U.S. HWY 385",,,
2562842425,ANDREWS,GARDENDALE,MIDLAND FARMS RD,U.S. HWY 385,ZERO_RESULTS,False,,,0.0,,,"Neither road found in network: MIDLAND FARMS RD, U.S. HWY 385",,,
2582959866,ANDREWS,ANDREWS,SE 8000,CR 1788,exception,True,32.16010419955099,-102.36646695054435,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2582410846,ANDREWS,GARDENDALE,SW 8000,US-385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2582153428,ANDREWS,GARDENDALE,SW 8000,US-385,ZERO_RESULTS,True,32.14070662392457,-102.47086977743267,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 2 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2580175995,ANDREWS,ANDREWS,CO RD 200,NELSON RD,exception,True,31.967474172589956,-102.09040607237573,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2580053305,ANDREWS,ANDREWS,SE 8000,CR 1788,exception,True,32.16010419955099,-102.36646695054435,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2579348172,ANDREWS,ANDREWS,SE 1415,SE 3001 RD,exception,True,32.31459487722451,-102.46782391912619,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2578921044,ANDREWS,ANDREWS,CO RD 200,NELSON RD,exception,True,31.967474172589956,-102.09040607237573,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2578889899,ANDREWS,ANDREWS,CO RD 200,NELSON RD,exception,True,31.967474172589956,-102.09040607237573,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2578071503,ANDREWS,ANDREWS,CO RD 200,NELSON RD,exception,True,31.967474172589956,-102.09040607237573,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near ANDREWS, ANDREWS. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2562032640,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2562032612,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2562032562,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2562027080,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2562021622,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561915792,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561913575,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561898433,WARD,THORNTONVILLE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561897953,WARD,THORNTONVILLE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561897835,WARD,THORNTONVILLE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561891592,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2561891578,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2561884643,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561877745,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561203417,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561183524,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2561180551,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180545,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180538,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180522,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180463,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180451,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180441,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180416,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2561180267,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2560976085,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2560976053,WARD,BARSTOW,FM 516 S,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2560976051,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2560748802,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2560748792,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2560748780,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2560525111,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2560525102,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2560525089,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
